edge_cursor,release_tag,release_committed_at,is_prerelease,engine_commit
MjQ2,v1.12.1,2019-11-11T21:29:46Z,false,31cd2dfca22a282e53eb449d8a3be93b8365c1bc
MjQ3,v1.12.2,2019-11-13T22:37:20Z,false,b358dc58fbcec7b235a40f550445c8d6877342e1
MjQ4,v1.12.3,2019-11-17T03:41:51Z,false,fb9b91428b4401fee584934f4c7ffc90ff84581b
MjQ5,v1.12.4,2019-11-18T17:26:51Z,false,5fb7eb753b28adbc1ca4914d9c27993027885aa7
MjUw,v1.12.5,2019-11-20T20:18:44Z,false,176f56329631173cec8e6b1ca6c72f34b2e9a4ed
MjUx,v1.12.6,2019-11-21T01:18:51Z,false,6bf311f1d62cc5a0136456748de9d20c6bd589fd
MjUy,v1.12.7,2019-11-21T11:09:43Z,false,7a77e3625dd1db5f4f517a129707cb299c48207a
MjUz,v1.12.8,2019-11-22T06:12:24Z,false,7e68097cc1d35da8ced4b771d191b6d44c5d9fef
MjU0,v1.12.9,2019-11-22T17:28:33Z,false,9f4341a2b869ade738bdce64d13075d4fe4a5677
MjU1,v1.12.10,2019-11-22T23:02:20Z,false,ad14574949f5cd0b5eddfd7bc4fd54bb56e00c72
MjU2,v1.12.11,2019-11-23T06:02:54Z,false,d1cac77d5a4edb64901341253fe9e756cb94dc34
MjU3,v1.12.12,2019-11-25T06:29:28Z,false,b6b54fd60631a3828c2e2c9b079b5d1d2d8c8c37
MjU4,v1.12.13,2019-11-25T20:04:30Z,false,b6b54fd60631a3828c2e2c9b079b5d1d2d8c8c37
MjU5,v1.12.14,2019-11-25T21:47:51Z,false,c89ac6347b7e88a562ebc826a5ee9a07c7b4cab7
MjYw,v1.12.15,2019-11-26T17:04:51Z,false,e136d637a87379658ee8f326c4e7875315d1f926
MjYx,v1.12.16,2019-11-27T19:33:38Z,false,fad1b23c42b96197a097fe42d37171f32459fecb
MjYy,v1.12.13+hotfix.1,2019-12-03T08:12:02Z,false,c1e322b685a81c11c16bddd22282925b7d0272e8
MjYz,v1.12.13+hotfix.2,2019-12-04T17:20:18Z,false,6955b06cedb2425f4363f10642c9b0e63e496af0
MjY0,v1.13.0,2019-12-04T01:43:00Z,false,617938024315e205f26ed72ff0f0647775fa6a71
MjY1,v1.12.13+hotfix.3,2019-12-06T05:23:21Z,false,ac9391978e7c0693b75a82c219e059b6ffee35c4
MjY2,v1.12.13+hotfix.4,2019-12-09T23:58:15Z,false,ac9391978e7c0693b75a82c219e059b6ffee35c4
MjY3,v1.13.1,2019-12-10T18:41:31Z,false,12bf95fd49b7456f08a1274078c4b55e675ad018
MjY4,v1.12.13+hotfix.5,2019-12-11T02:15:01Z,false,2994f7e1e682039464cb25e31a78b86a3c59b695
MjY5,v1.12.13+hotfix.6,2019-12-11T14:35:39Z,false,2994f7e1e682039464cb25e31a78b86a3c59b695
Mjcw,v1.13.2,2019-12-12T18:43:58Z,false,12bf95fd49b7456f08a1274078c4b55e675ad018
Mjcx,v1.13.3,2019-12-19T08:53:27Z,false,0f90e6546bf302bda9b1e8213a004ed5c16d13c4
Mjcy,v1.13.4,2019-12-19T17:45:02Z,false,0f90e6546bf302bda9b1e8213a004ed5c16d13c4
Mjcz,v1.13.5,2019-12-19T21:48:02Z,false,0f90e6546bf302bda9b1e8213a004ed5c16d13c4
Mjc0,v1.13.6,2019-12-30T17:24:47Z,false,bdc9708d235e582483d299642ad8682826ebb90d
Mjc1,v1.13.7,2020-01-03T21:19:11Z,false,eb139936eb2c17694aba3fd922adfe8a85c5e8df
Mjc2,v1.13.8,2020-01-08T06:34:36Z,false,3f52888b3bcf7adb9bc8d7be01f717a0c15b6618
Mjc3,v1.13.9,2020-01-09T18:25:58Z,false,f001ea29f1b9664d928acfddbbd9c76a942e2238
Mjc4,v1.14.0,2020-01-14T21:23:03Z,false,fd269f60bfc6fffba5ca9598761361d1f5ed6105
Mjc5,v1.14.1,2020-01-15T16:38:02Z,false,bc41ab513932694fccaed8c2d40e2e66630fdc88
Mjgw,v1.14.2,2020-01-18T03:19:33Z,false,ecc74c966d1433bf4f5e233a4aad17dfe8ce1bdd
Mjgx,v1.14.3,2020-01-21T18:11:09Z,false,c15efb9231a49e6a2fb21c87bc1289e6aeee71a9
Mjgy,v1.14.4,2020-01-23T21:27:01Z,false,83a64b7233d58809062846391422571f94f0f9d8
Mjgz,v1.14.5,2020-01-24T04:43:01Z,false,439a21816e61b8ede0a884470f99f8b6f4307fd0
Mjg0,v1.12.13+hotfix.7,2020-01-27T06:38:26Z,false,a67792536ca236a971d0efbcfd7af4efb8f6c119
Mjg1,v1.14.6,2020-01-28T15:56:51Z,false,c4229bfbbae455ad69c967be19aee3fadd6486e1
Mjg2,v1.15.0,2020-02-04T21:28:55Z,false,81dffd1241e67f7e514b5fcc9eab4902721ae575
Mjg3,v1.15.1,2020-02-05T23:57:49Z,false,81dffd1241e67f7e514b5fcc9eab4902721ae575
Mjg4,v1.15.2,2020-02-06T21:19:46Z,false,f34bc65bee49e1ac33d7bab178d1e4b4dd346881
Mjg5,v1.15.3,2020-02-10T22:59:32Z,false,6158f03ef5fae3ef620264595021609ed9ea3a5c
Mjkw,v1.12.13+hotfix.8,2020-02-11T19:44:36Z,false,e1e6ced81d029258d449bdec2ba3cddca9c2ca0c
Mjkx,v1.15.4,2020-03-04T16:56:53Z,false,90bd6f8148178b5cfe80ab21b3dc36ab7d49f6ac
Mjky,v1.15.5,2020-03-04T20:40:15Z,false,90bd6f8148178b5cfe80ab21b3dc36ab7d49f6ac
Mjkz,v1.15.6,2020-03-04T22:26:02Z,false,b77f509e0bb80f3e5988d36df34d4841cf344fa4
Mjk0,v1.15.7,2020-03-05T00:12:13Z,false,b77f509e0bb80f3e5988d36df34d4841cf344fa4
Mjk1,v1.15.8,2020-03-05T01:56:01Z,false,810727bf3f8f7a9d23ee8e65a5209944c80fde58
Mjk2,v1.15.9,2020-03-05T02:59:18Z,false,810727bf3f8f7a9d23ee8e65a5209944c80fde58
Mjk3,v1.15.10,2020-03-05T04:46:01Z,false,7df0a6e35e5c1a4e541fb53538bc527daa41ba7c
Mjk4,v1.15.11,2020-03-05T17:16:03Z,false,3e380092e270846373ee9739406bf471050c02c6
Mjk5,v1.15.12,2020-03-05T21:59:57Z,false,2e2a9e192d3d8f4f8aa96ca283947f4125bf836c
MzAw,v1.15.13,2020-03-06T00:01:02Z,false,e28d26e3054ef005ec273fbedbaad257d5d393cf
MzAx,v1.15.14,2020-03-06T00:08:44Z,false,e28d26e3054ef005ec273fbedbaad257d5d393cf
MzAy,v1.15.15,2020-03-06T01:51:02Z,false,3bf196591bc312b38399a598f8c9e5d752de56e2
MzAz,v1.15.16,2020-03-06T03:14:27Z,false,4da196caa1ce854e0b3f97587e4220e14aa2c335
MzA0,v1.15.17,2020-03-06T15:28:38Z,false,5aff3119480996ca014ec0f8d26d74db617b5852
MzA1,v1.15.18,2020-03-06T18:24:23Z,false,5aff3119480996ca014ec0f8d26d74db617b5852
MzA2,flutter-0.0-candidate.1,2020-03-09T23:26:48Z,true,6efadcdf8ce9b76c1eac846db7a92f847311d020
MzA3,v1.15.19,2020-03-10T05:07:34Z,false,0e2c8feeeb47618ffa468bcbc7f3bd2ceb93ad6d
MzA4,v1.15.20,2020-03-11T03:05:41Z,false,0e2c8feeeb47618ffa468bcbc7f3bd2ceb93ad6d
MzA5,v1.15.21,2020-03-13T06:46:02Z,false,d7a00b8b09b09d299f12ff0709438896153082a6
MzEw,v1.15.22,2020-03-16T04:36:01Z,false,6801b4dae791e458db94775d675fec1fb5efb15f
MzEx,v1.16.0,2020-03-17T19:24:13Z,false,083a7c2bcaaf8f2edd1994d2830e0b4a291e7342
MzEy,v1.16.1,2020-03-19T01:56:02Z,false,216c420a2c06e5266a60a768b3fd0b660551cc9c
MzEz,v1.16.2,2020-03-23T15:33:41Z,false,2d42c74a348d98d2fd372a91953c104e58f185cd
MzE0,v1.16.3,2020-03-27T01:08:05Z,false,b2bdeb3f0f1683f3e0562f491b5e316240dfbc2c
MzE1,v1.12.13+hotfix.9,2020-03-30T20:57:30Z,false,af51afceb8886cc11e25047523c4e0c7e1f5d408
MzE2,1.17.0-dev.0.0,2020-03-30T23:12:40Z,true,c779894d089554620134408b3cb6ea515489dc14
MzE3,1.17.0-dev.1.0,2020-03-31T23:14:22Z,true,fc5b44c901ceb37d3f98715b2b9d857ca64e4db6
MzE4,1.17.0-dev.2.0,2020-04-01T18:06:01Z,true,c9506cb8e93e5e8879152ff5c948b175abb5b997
MzE5,1.17.0-dev.3.0,2020-04-02T17:26:03Z,true,c9506cb8e93e5e8879152ff5c948b175abb5b997
MzIw,1.17.0-dev.4.0,2020-04-02T19:46:02Z,true,8166a91bca11b83c16fba8f8fd407e937a2ac89c
MzIx,1.17.0-dev.5.0,2020-04-02T22:40:37Z,true,f56e678e7fa9f1249253f06c8c0797ddc67a9df2
MzIy,1.18.0-dev.0.0,2020-04-04T00:06:01Z,true,09bc1fc45e505118e96afedd7ba365e593369697
MzIz,1.18.0-dev.1.0,2020-04-05T02:51:01Z,true,4cfbe45033ef2788512932fd75d51c84036c204a
MzI0,1.17.0-dev.3.1,2020-04-06T21:07:34Z,true,c9506cb8e93e5e8879152ff5c948b175abb5b997
MzI1,1.18.0-dev.2.0,2020-04-06T20:38:41Z,true,df257e59c24175e1f7181db7524c6df605e50031
MzI2,1.18.0-dev.3.0,2020-04-06T23:15:07Z,true,df257e59c24175e1f7181db7524c6df605e50031
MzI3,1.18.0-dev.4.0,2020-04-07T02:11:01Z,true,49891e065313d26bbc2ddc9805fb7ed27edae174
MzI4,1.18.0-dev.5.0,2020-04-12T16:00:01Z,true,beb8a7ec48f6b980a778d19eeda613635c3897c9
MzI5,1.18.0-6.0.pre,2020-04-21T01:35:01Z,true,2bde4f0ae4304d8c6d4ed7d5d0a54bc4010f2196
MzMw,1.17.0-3.2.pre,2020-04-22T03:34:20Z,true,4c8c31f591882b3c668992d2e9da761118899f38
MzMx,1.18.0-7.0.pre,2020-04-23T18:57:18Z,true,fe14e03236ca03f4c98056fbccd66e89b5281e15
MzMy,1.18.0-8.0.pre,2020-04-24T02:29:01Z,true,d2ec21221e299b56e6ecb297e7710c63e7b7ba87
MzMz,1.17.0-3.3.pre,2020-04-28T18:02:34Z,true,376ad6a64b08aa26005e3f82aed26de2e290b572
MzM0,1.17.0-3.4.pre,2020-05-02T18:39:18Z,true,540786dd51f112885a89792d678296b95e6622e5
MzM1,1.17.0,2020-05-02T18:39:18Z,false,540786dd51f112885a89792d678296b95e6622e5
MzM2,1.18.0-9.0.pre,2020-05-05T20:08:49Z,true,040747ed404590aa25490e48b15db10a75e16cba
MzM3,1.18.0-10.0.pre,2020-05-05T19:09:51Z,true,33d2367950154e7f8daf9ce9992a450016289a5f
MzM4,1.18.0-11.0.pre,2020-05-05T23:10:41Z,true,33d2367950154e7f8daf9ce9992a450016289a5f
MzM5,1.18.0-12.0.pre,2020-05-06T15:16:03Z,true,33d2367950154e7f8daf9ce9992a450016289a5f
MzQw,1.18.0-13.0.pre,2020-05-07T00:36:01Z,true,d6aa099de7c700e7ce44f4ddeb0fc1a078bd0067
MzQx,1.19.0-0.0.pre,2020-05-08T01:59:02Z,true,3953c3ccd15a54a0718700aa11ead664b264b7dd
MzQy,1.19.0-1.0.pre,2020-05-11T15:45:03Z,true,d96f962ca21a104b08836f34814eb6b267937511
MzQz,1.17.1,2020-05-13T01:39:00Z,false,6bc433c6b6b5b98dcf4cc11aff31cdee90849f32
MzQ0,1.18.0-11.1.pre,2020-05-13T22:24:36Z,true,ef9215ceb2884ddf520d321bcd822d1461330876
MzQ1,1.17.2,2020-05-28T19:44:12Z,false,b851c718295a896918dc93cb1ff14f2f895a1b90
MzQ2,1.19.0-2.0.pre,2020-05-31T14:41:50Z,true,923687f0e7ff0cddcbd05c98fd3ca12db9c45ac8
MzQ3,1.19.0-3.0.pre,2020-06-02T00:17:03Z,true,e39301f23f324d1685678bcbb1682643e22b3a67
MzQ4,1.17.3,2020-06-04T16:26:11Z,false,ee76268252c22f5c11e82a7b87423ca3982e51a7
MzQ5,1.19.0-4.0.pre,2020-06-05T10:44:02Z,true,d17c84e7af9081ea95cc4563559fd53e119e6038
MzUw,1.19.0-5.0.pre,2020-06-08T16:27:34Z,true,c7f9725521c0dff7712d54f26322ac3463572394
MzUx,1.19.0-4.1.pre,2020-06-09T22:53:13Z,true,9a28c3bcf40ce64fee61e807ee3e1395fd6bd954
MzUy,1.20.0-0.0.pre,2020-06-09T22:43:03Z,true,e8c13aa012c915c6a290d2a85950af67303e75f9
MzUz,1.17.4,2020-06-17T21:41:16Z,false,ee76268252c22f5c11e82a7b87423ca3982e51a7
MzU0,1.20.0-1.0.pre,2020-06-18T15:23:22Z,true,c0d52b98d1d867f9650ce3768206b944d2f60a0d
MzU1,1.19.0-4.2.pre,2020-06-22T19:19:28Z,true,9a28c3bcf40ce64fee61e807ee3e1395fd6bd954
MzU2,1.20.0-2.0.pre,2020-06-23T11:52:58Z,true,91a63d6a44c56ca13baadccedc46fd66b001fdbc
MzU3,1.17.5,2020-06-30T19:53:55Z,false,ee76268252c22f5c11e82a7b87423ca3982e51a7
MzU4,1.19.0-4.3.pre,2020-07-01T21:31:18Z,true,9a28c3bcf40ce64fee61e807ee3e1395fd6bd954
MzU5,1.20.0-3.0.pre,2020-07-04T19:19:20Z,true,a751393804dcc8655c3361c1faf256c9291bf26b
MzYw,1.20.0-7.0.pre,2020-07-08T17:19:36Z,true,0dc86cda19d55aba8b719231c11306eeaca4b798
MzYx,1.20.0-7.1.pre,2020-07-10T23:33:05Z,true,d48085141c2f201b1c534e6926eb39bb52d9db3e
MzYy,1.21.0-1.0.pre,2020-07-15T00:26:01Z,true,99c2b3a2455511c3fd37521d9b00972c5345b75b
MzYz,1.20.0-7.2.pre,2020-07-18T22:16:35Z,true,60b269d898cbe0be27e9b9ba9d21eae97b887ab6
MzY0,1.21.0-5.0.pre,2020-07-23T01:40:12Z,true,dcc9a4048da890660f0880b4c2afed7c9470d335
MzY1,1.20.0-7.3.pre,2020-07-28T23:06:37Z,true,ac95267aef5175b3f6c3387d502070c68f588ad5
MzY2,1.20.0-7.4.pre,2020-08-01T16:01:12Z,true,d6ee1499c27a156a797d9f1539ffb7892855c1d0
MzY3,1.21.0-7.0.pre,2020-08-03T17:33:07Z,true,083282e33bbb0f7c7cbb9eb2fd1af06ecb636ea9
MzY4,1.20.0,2020-08-05T03:55:12Z,false,c8e3b9485386425213e2973126d6f57e7ed83c54
MzY5,1.20.1,2020-08-06T02:53:19Z,false,c8e3b9485386425213e2973126d6f57e7ed83c54
Mzcw,1.21.0-9.0.pre,2020-08-09T14:31:03Z,true,6d86e67f04d8b8cf16c64b466a4e7a04c497f271
Mzcx,1.20.2,2020-08-13T15:33:09Z,false,9d5b21729ff53dbf8eadd8bc97e0e30d77abec95
Mzcy,1.21.0-9.1.pre,2020-08-18T16:46:08Z,true,267070c17a6956de1a03dbe09cda56f0c485f41b
Mzcz,1.22.0-1.0.pre,2020-08-20T14:31:50Z,true,81027ab0cc0e7974beee760eb042827a44dd12f3
Mzc0,1.21.0-9.2.pre,2020-08-27T21:14:33Z,true,20a953183580250aac2e15d36007664118bda5ab
Mzc1,1.22.0-9.0.pre,2020-08-29T03:18:04Z,true,07e2520d5d8f837da439317adab4ecd7bff2f72d
Mzc2,1.20.3,2020-09-01T19:24:47Z,false,d1bc06f032f9d6c148ea6b96b48261d6f545004f
Mzc3,1.22.0-12.0.pre,2020-09-11T21:46:57Z,true,fee6f9e5333472a1931d00f521252901d60e0c76
Mzc4,1.20.4,2020-09-14T22:32:52Z,false,d1bc06f032f9d6c148ea6b96b48261d6f545004f
Mzc5,1.22.0-12.1.pre,2020-09-16T00:47:13Z,true,4654fc6cf6416daae78eac2c211ad84c46e21625
Mzgw,1.23.0-3.0.pre,2020-09-17T23:12:06Z,true,2abe69c6081888f28217d8dece4fde2f5490fbab
Mzgx,1.23.0-4.0.pre,2020-09-22T19:04:44Z,true,2abe69c6081888f28217d8dece4fde2f5490fbab
Mzgy,1.22.0-12.2.pre,2020-09-25T19:48:22Z,true,f763b5b9b936872bc6c84b4395286ce684e3b431
Mzgz,1.23.0-7.0.pre,2020-09-25T10:47:03Z,true,3a73d073c8bedb678d82ee78daf05037b3a7a85e
Mzg0,1.22.0-12.3.pre,2020-09-29T18:49:17Z,true,5babba6c4d25fa237bbf755ab85c9a0c50b3c6ec
Mzg1,1.22.0,2020-09-29T18:49:17Z,false,5babba6c4d25fa237bbf755ab85c9a0c50b3c6ec
Mzg2,1.23.0-13.0.pre,2020-10-06T19:31:25Z,true,443cd5a1e1b3ef5d98953a6f4cf1b30df582d0ca
Mzg3,1.22.0-12.4.pre,2020-10-08T17:06:30Z,true,75bef9f6c8ac2ed4e1e04cdfcd88b177d9f1850d
Mzg4,1.22.1,2020-10-08T17:06:30Z,false,75bef9f6c8ac2ed4e1e04cdfcd88b177d9f1850d
Mzg5,1.23.0-18.0.pre,2020-10-13T17:52:23Z,true,66344068899635154addec16005167113b9c1e9d
Mzkw,1.24.0-1.0.pre,2020-10-14T22:57:04Z,true,069b3cf8f093d44ec4bae1319cbfdc4f8b4753b6
Mzkx,1.22.2,2020-10-15T23:26:19Z,false,b8752bbfff0419c8bf616b602bc59fd28f6a3d1b
Mzky,1.23.0-18.1.pre,2020-10-15T19:04:33Z,true,1d12d82d9cb54876f58044aa52198d53ec841c3d
Mzkz,1.24.0-3.0.pre,2020-10-22T16:36:06Z,true,defa8be2b10650dad50dfee9324ed8d16eeec13f
Mzk0,1.22.3,2020-10-29T21:14:35Z,false,a1440ca392ca23e874a105c5f3248b495bd0e247
Mzk1,1.24.0-6.0.pre,2020-10-29T02:43:19Z,true,073263e39d1d12313c9622ac3788cc9f2b01f582
Mzk2,1.24.0-7.0.pre,2020-10-30T03:07:34Z,true,073263e39d1d12313c9622ac3788cc9f2b01f582
Mzk3,1.22.4,2020-11-13T17:59:28Z,false,2c956a31c0a3d350827aee6c56bb63337c5b4e6e
Mzk4,1.24.0-10.1.pre,2020-11-14T05:22:10Z,true,bd390c0310ed240f5781b55b6eb6d5b9f0e2955f
Mzk5,1.24.0-10.2.pre,2020-11-18T19:35:09Z,true,07c1eed46b9d9b58df78566e9b8b2e42e80d3380
NDAw,1.25.0-4.0.pre,2020-11-30T12:14:13Z,true,20caf549695193a9920ca37752eca4f141bbef31
NDAx,1.25.0-8.0.pre,2020-12-09T04:13:04Z,true,df39e5c51517a73e61647286ab21252074512c63
NDAy,1.22.5,2020-12-10T19:54:40Z,false,ae90085a8437c0ae94d6b5ad2741739ebc742cb4
NDAz,1.26.0-1.0.pre,2020-12-13T15:19:13Z,true,4797b066524201e86d6bc5c110104c390899f264
NDA0,1.25.0-8.1.pre,2020-12-15T23:07:52Z,true,92ae191c17a53144bf4d62f3863c110be08e3fd3
NDA1,1.25.0-8.2.pre,2021-01-05T20:34:13Z,true,92ae191c17a53144bf4d62f3863c110be08e3fd3
NDA2,1.26.0-8.0.pre,2021-01-08T02:36:48Z,true,42a8d4c681baf87d2f2829ed3728eee4fe2bc3fe
NDA3,1.25.0-8.3.pre,2021-01-14T23:57:49Z,true,7a8f8ca02c276dce02f8dd42a44e776ac03fa9bc
NDA4,1.26.0-12.0.pre,2021-01-14T23:20:26Z,true,effb529ecec86cbcad2ced2a567cb14ab20b10d5
NDA5,1.22.6,2021-01-22T22:36:39Z,false,2f0af3715217a0c2ada72c717d4ed9178d68f6ed
NDEw,1.26.0-17.0.pre,2021-01-26T18:58:48Z,true,5d3477eab415fbcc3d58624b07f0a768f8208f98
NDEx,1.26.0-17.1.pre,2021-01-29T16:44:18Z,true,5d3477eab415fbcc3d58624b07f0a768f8208f98
NDEy,1.26.0-17.2.pre,2021-02-03T23:33:39Z,true,2c527d6c7e70e2f51bca1a46f1174b250f84c5da
NDEz,1.26.0-17.3.pre,2021-02-05T03:44:27Z,true,2c527d6c7e70e2f51bca1a46f1174b250f84c5da
NDE0,1.27.0-1.0.pre,2021-02-09T00:14:15Z,true,b04955656c87de0d80d259792e3a0e4a23b7c260
NDE1,1.26.0-17.4.pre,2021-02-10T19:46:09Z,true,2c527d6c7e70e2f51bca1a46f1174b250f84c5da
NDE2,1.26.0-17.5.pre,2021-02-11T00:25:47Z,true,d4453f601890ec682bbf8f5659b70f15cce1d67d
NDE3,1.26.0-17.6.pre,2021-02-16T17:26:56Z,true,21fa8bb99e9a20563d9a7d39afeba8e5c811a7eb
NDE4,1.27.0-4.0.pre,2021-02-16T19:24:17Z,true,1d537824d6d29bf9967172d32450ef0671097cef
NDE5,1.27.0-8.0.pre,2021-02-19T17:22:45Z,true,6993cb229b99e6771c6c6c2b884ae006d8160a0f
NDIw,1.26.0-17.7.pre,2021-02-23T23:30:39Z,true,4a466e17cb02da06e9e256a278cb9779f2abb245
NDIx,1.26.0-17.8.pre,2021-02-24T21:02:05Z,true,042c82b02c83c20e57a67d86a8d3b7677d983556
NDIy,2.1.0-10.0.pre,2021-02-25T21:26:03Z,true,a252ec09b74cca0f8d8d3450566bf77c77f81e8d
NDIz,2.0.0,2021-03-03T17:13:17Z,false,40441def692f444660a11e20fac37af9050245ab
NDI0,2.0.1,2021-03-04T17:47:48Z,false,40441def692f444660a11e20fac37af9050245ab
NDI1,2.1.0-12.0.pre,2021-03-09T06:53:21Z,true,2441c476a6b4585bc8ae09f79b5d3a70b3261aee
NDI2,2.1.0-12.1.pre,2021-03-10T20:37:57Z,true,711ab3fda05004ee5f6035f2a0bf099fca39a129
NDI3,2.0.2,2021-03-11T21:22:20Z,false,5d8bf811b3072390933d69f3e289a4bb673636c4
NDI4,2.1.0-12.2.pre,2021-03-18T00:06:30Z,true,711ab3fda05004ee5f6035f2a0bf099fca39a129
NDI5,2.0.3,2021-03-19T00:24:33Z,false,3459eb24361807fb186953a864cf890fa8e9d26a
NDMw,2.0.4,2021-04-01T21:25:01Z,false,2dce47073a378673f6ca095e91b8065544c3a881
NDMx,2.2.0-10.0.pre,2021-04-07T19:24:22Z,true,56b13559807bf4cb83d16c659757d6ae4f209490
NDMy,2.2.0-10.1.pre,2021-04-15T19:01:02Z,true,d2a2e93510ad6cfc3d62a90d903b7056e4da8264
NDMz,2.0.5,2021-04-16T16:40:20Z,false,b09f014e9658da6647361e7e416d1a159d34192d
NDM0,2.3.0-0.0.pre,2021-04-21T20:29:09Z,true,de6e1adf9730aad8e531690d2b3752b663ebbdaa
NDM1,2.3.0-0.1.pre,2021-04-26T13:05:55Z,true,de6e1adf9730aad8e531690d2b3752b663ebbdaa
NDM2,2.2.0-10.2.pre,2021-04-29T00:09:53Z,true,91ed51e05c68efdbddf642735f164fc914358cff
NDM3,2.0.6,2021-04-30T00:37:58Z,false,05e680e202af9a92461070cb2d9982acad46c83c
NDM4,2.3.0-1.0.pre,2021-04-30T19:35:21Z,true,e7939e091e2c995db93e8febd2814e9235225925
NDM5,2.2.0-10.3.pre,2021-05-08T18:28:22Z,true,a123e75c6082da3a08f229b9c565e64b5b24a8a3
NDQw,2.2.0,2021-05-15T02:12:57Z,false,a9d88a4d182bdae23e3a4989abfb7ea25954aad1
NDQx,2.3.0-12.0.pre,2021-05-17T18:59:02Z,true,26e217e6c3d487bb3c0cbf8a7edb378952a51d33
NDQy,2.3.0-12.1.pre,2021-05-18T21:07:52Z,true,26e217e6c3d487bb3c0cbf8a7edb378952a51d33
NDQz,2.3.0-16.0.pre,2021-05-21T20:04:03Z,true,2f067fc4c57d53e565532f4e188c947fe48cd57d
NDQ0,2.2.1,2021-05-27T19:24:44Z,false,0fdb562ac8068ce3dda6b69aca3f355f4d1d2718
NDQ1,2.2.2,2021-06-11T15:56:01Z,false,91c9fc8fe011352879e3bb6660966eafc0847233
NDQ2,2.3.0-24.0.pre,2021-06-12T05:11:53Z,true,ddbac024d165c373396e1f125666848d1539a38d
NDQ3,2.3.0-24.1.pre,2021-06-25T16:24:44Z,true,9d517f475ba1282b619477bde8e708d6a34287cf
NDQ4,2.4.0-0.0.pre,2021-06-30T07:43:41Z,true,c633b2a6a04ffe81308cdd8916c062725a8ed1e1
NDQ5,2.2.3,2021-07-01T19:46:11Z,false,241c87ad800beeab545ab867354d4683d5bfb6ce
NDUw,2.4.0-4.0.pre,2021-07-11T22:21:02Z,true,ed25e8f01efe6e778cdc65a1858ba3c5ce629786
NDUx,2.4.0-4.1.pre,2021-07-21T23:12:25Z,true,ed25e8f01efe6e778cdc65a1858ba3c5ce629786
NDUy,2.4.0-4.2.pre,2021-07-22T21:08:30Z,true,844c29f42a614420b2205c178f22d30b43a8b0bb
NDUz,2.5.0-1.0.pre,2021-07-26T08:38:02Z,true,a877f6fed68e1b961f76ec0fece9e7c684679e75
NDU0,2.5.0-5.0.pre,2021-08-04T22:59:50Z,true,a0d89b1a543d3db982744179d846fb8e8397e889
NDU1,2.5.0-6.0.pre,2021-08-05T18:32:48Z,true,07ec4b82c71ce2f34c72caeaf061f7ad82cb25e4
NDU2,2.5.0-5.1.pre,2021-08-11T22:48:01Z,true,fbeb7e22bd6d594a16c487cc138970fbd2a77d40
NDU3,2.5.0-5.2.pre,2021-08-19T00:10:31Z,true,7a4c4505f6a7a1aa758d62b58150dce43cfa473f
NDU4,2.6.0-0.0.pre,2021-08-23T17:03:21Z,true,d5adde01dd672ba4f6819d85218beb01142dca27
NDU5,2.5.0-5.3.pre,2021-09-02T16:07:14Z,true,fcde2c8b2f0891c80e1f0f794bc7c26dd50f2949
NDYw,2.6.0-5.0.pre,2021-09-04T15:36:02Z,true,0bd9be379a17d0e22d1f4fc1e562dbc9e6978832
NDYx,2.5.0,2021-09-08T06:01:49Z,false,f0826da7ef2d301eb8f4ead91aaf026aa2b52881
NDYy,2.6.0-5.1.pre,2021-09-08T19:44:29Z,true,0bd9be379a17d0e22d1f4fc1e562dbc9e6978832
NDYz,2.6.0-5.2.pre,2021-09-15T22:50:26Z,true,1d521d89d8d98f27be4e0ff84d5c6b72dbdc91ca
NDY0,2.5.1,2021-09-17T19:26:33Z,false,b3af521a050e6ef076778bcaf16e27b2521df8f8
NDY1,2.6.0-11.0.pre,2021-09-17T00:29:58Z,true,5b81c6d615c395d70f7032763aa8e89f16fb2bdd
NDY2,2.5.2,2021-09-30T19:58:18Z,false,6ac856380fa4f66469552ce986edf59f65f7cd68
NDY3,2.5.3,2021-10-15T17:46:35Z,false,d3ea636dc5d16b56819f3266241e1f708979c233
NDY4,2.7.0-3.0.pre,2021-10-19T17:58:42Z,true,bbba2b2437d739a455ecafb66a22a46d31b233ed
NDY5,2.7.0-3.1.pre,2021-10-27T22:18:41Z,true,a75e3b80f9c1ffb30bbe736c5a42e4a815a79197
NDcw,2.8.0-3.1.pre,2021-11-12T19:50:00Z,true,09f1520e8b9585d133faf1eccced9357670c6d11
NDcx,2.8.0-3.2.pre,2021-11-18T19:15:09Z,true,bcc2b7f12cada3d1359e353c416568b4c3f6df69
NDcy,2.8.0-3.3.pre,2021-12-01T21:00:48Z,true,06a7363b0cfd4092fe06eb80f829b5fbc94fd32a
NDcz,2.8.0,2021-12-08T22:06:50Z,false,40a99c595137e4b2f5b2efa8ff343ea23c1e16b8
NDc0,2.9.0-0.0.pre,2021-12-08T01:39:04Z,true,66a281107bcfd0283f469694980924e8f32b7a32
NDc1,2.9.0-0.1.pre,2021-12-14T21:41:48Z,true,234aca678a2fb70ff2659870186f97c32f8894f4
NDc2,2.8.1,2021-12-16T16:37:33Z,false,890a5fca2e34db413be624fc83aeea8e61d42ce6
NDc3,2.10.0-0.0.pre,2021-12-29T19:29:19Z,true,01d19ceef477d99102f808e808937efec01579ad
